0,0,0.282095
1,-1,0.488603
1,0,0.488603
1,1,0.488603
2,-2,0.182091
2,-1,0.364183
2,0,0.630783
2,1,0.364183
2,2,0.182091
3,-3,0.0393362
3,-2,0.0963537
3,-1,0.304697
3,0,0.746353
3,1,0.304697
3,2,0.0963537
3,3,0.0393362
4,-4,0.00596034
4,-3,0.0168584
4,-2,0.0630783
4,-1,0.267619
4,0,0.846284
4,1,0.267619
4,2,0.0630783
4,3,0.0168584
4,4,0.00596034
5,-5,0.000694584
5,-4,0.00219647
5,-3,0.00931882
5,-2,0.0456527
5,-1,0.241572
5,0,0.935603
5,1,0.241572
5,2,0.0456527
5,3,0.00931882
5,4,0.00219647
5,5,0.000694584
6,-6,6.57224e-05
6,-5,0.000227669
6,-4,0.00106786
6,-3,0.00584892
6,-2,0.0350935
6,-1,0.221951
6,0,1.01711
6,1,0.221951
6,2,0.0350935
6,3,0.00584892
6,4,0.00106786
6,5,0.000227669
6,6,6.57224e-05
7,-7,5.23301e-06
7,-6,1.95801e-05
7,-5,9.98395e-05
7,-4,0.000599037
7,-3,0.00397356
7,-2,0.0280973
7,-1,0.206472
7,0,1.09255
7,1,0.206472
7,2,0.0280973
7,3,0.00397356
7,4,0.000599037
7,5,9.98395e-05
7,6,1.95801e-05
7,7,5.23301e-06
8,-8,3.59604e-07
8,-7,1.43842e-06
8,-6,7.87853e-06
8,-5,5.10587e-05
8,-4,0.00036819
8,-3,0.00285199
8,-2,0.0231696
8,-1,0.193851
8,0,1.16311
8,1,0.193851
8,2,0.0231696
8,3,0.00285199
8,4,0.00036819
8,5,5.10587e-05
8,6,7.87853e-06
8,7,1.43842e-06
8,8,3.59604e-07
9,-9,2.17328e-08
9,-8,9.22046e-08
9,-7,5.37641e-07
9,-6,3.72488e-06
9,-5,2.88528e-05
9,-4,0.0002414
9,-3,0.00213199
9,-2,0.01954
9,-1,0.183301
9,0,1.22962
9,1,0.183301
9,2,0.01954
9,3,0.00213199
9,4,0.0002414
9,5,2.88528e-05
9,6,3.72488e-06
9,7,5.37641e-07
9,8,9.22046e-08
9,9,2.17328e-08
10,-10,1.17208e-09
10,-9,5.2417e-09
10,-8,3.2312e-08
10,-7,2.37444e-07
10,-6,1.95801e-06
10,-5,1.7513e-05
10,-4,0.000166143
10,-3,0.00164473
10,-2,0.016773
10,-1,0.17431
10,0,1.29272
10,1,0.17431
10,2,0.016773
10,3,0.00164473
10,4,0.000166143
10,5,1.7513e-05
10,6,1.95801e-06
10,7,2.37444e-07
10,8,3.2312e-08
10,9,5.2417e-09
10,10,1.17208e-09
11,-11,5.70677e-11
11,-10,2.67671e-10
11,-9,1.73471e-09
11,-8,1.3437e-08
11,-7,1.17141e-07
11,-6,1.1113e-06
11,-5,1.12236e-05
11,-4,0.000118779
11,-3,0.00130116
11,-2,0.0146055
11,-1,0.166528
11,0,1.35288
11,1,0.166528
11,2,0.0146055
11,3,0.00130116
11,4,0.000118779
11,5,1.12236e-05
11,6,1.1113e-06
11,7,1.17141e-07
11,8,1.3437e-08
11,9,1.73471e-09
11,10,2.67671e-10
11,11,5.70677e-11
12,-12,2.53237e-12
12,-11,1.2406e-11
12,-10,8.41418e-11
12,-9,6.83571e-10
12,-8,6.26503e-09
12,-7,6.26503e-08
12,-6,6.68923e-07
12,-5,7.50864e-06
12,-4,8.7565e-05
12,-3,0.00105078
12,-2,0.0128694
12,-1,0.159705
12,0,1.41047
12,1,0.159705
12,2,0.0128694
12,3,0.00105078
12,4,8.7565e-05
12,5,7.50864e-06
12,6,6.68923e-07
12,7,6.26503e-08
12,8,6.26503e-09
12,9,6.83571e-10
12,10,8.41418e-11
12,11,1.2406e-11
12,12,2.53237e-12
13,-13,1.03224e-13
13,-12,5.26343e-13
13,-11,3.72181e-12
13,-10,3.15806e-11
13,-9,3.0291e-10
13,-8,3.17695e-09
13,-7,3.56612e-08
13,-6,4.21949e-07
13,-5,5.20214e-06
13,-4,6.62124e-05
13,-3,0.000863304
13,-2,0.011453
13,-1,0.153658
13,0,1.46581
13,1,0.153658
13,2,0.011453
13,3,0.000863304
13,4,6.62124e-05
13,5,5.20214e-06
13,6,4.21949e-07
13,7,3.56612e-08
13,8,3.17695e-09
13,9,3.0291e-10
13,10,3.15806e-11
13,11,3.72181e-12
13,12,5.26343e-13
13,13,1.03224e-13
14,-14,3.8908e-15
14,-13,2.05882e-14
14,-12,1.51292e-13
14,-11,1.33617e-12
14,-10,1.33617e-11
14,-9,1.4637e-10
14,-8,1.71946e-09
14,-7,2.13379e-08
14,-6,2.76571e-07
14,-5,3.71059e-06
14,-4,5.1147e-05
14,-3,0.000719702
14,-2,0.0102794
14,-1,0.148252
14,0,1.51913
14,1,0.148252
14,2,0.0102794
14,3,0.000719702
14,4,5.1147e-05
14,5,3.71059e-06
14,6,2.76571e-07
14,7,2.13379e-08
14,8,1.71946e-09
14,9,1.4637e-10
14,10,1.33617e-11
14,11,1.33617e-12
14,12,1.51292e-13
14,13,2.05882e-14
14,14,3.8908e-15
15,-15,1.36383e-16
15,-14,7.47002e-16
15,-13,5.68899e-15
15,-12,5.21405e-14
15,-11,5.4186e-13
15,-10,6.17815e-12
15,-9,7.56666e-11
15,-8,9.80751e-10
15,-7,1.33036e-08
15,-6,1.87198e-07
15,-5,2.71275e-06
15,-4,4.02366e-05
15,-3,0.00060756
15,-2,0.00929387
15,-1,0.143379
15,0,1.57064
15,1,0.143379
15,2,0.00929387
15,3,0.00060756
15,4,4.02366e-05
15,5,2.71275e-06
15,6,1.87198e-07
15,7,1.33036e-08
15,8,9.80751e-10
15,9,7.56666e-11
15,10,6.17815e-12
15,11,5.4186e-13
15,12,5.21405e-14
15,13,5.68899e-15
15,14,7.47002e-16
15,15,1.36383e-16
16,-16,4.46767e-18
16,-15,2.5273e-17
16,-14,1.99e-16
16,-13,1.88788e-15
16,-12,2.0333e-14
16,-11,2.40584e-13
16,-10,3.06213e-12
16,-9,4.13104e-11
16,-8,5.84217e-10
16,-7,8.58621e-09
16,-6,1.30216e-07
16,-5,2.02569e-06
16,-4,3.21568e-05
16,-3,0.000518513
16,-2,0.0084567
16,-1,0.138958
16,0,1.62051
16,1,0.138958
16,2,0.0084567
16,3,0.000518513
16,4,3.21568e-05
16,5,2.02569e-06
16,6,1.30216e-07
16,7,8.58621e-09
16,8,5.84217e-10
16,9,4.13104e-11
16,10,3.06213e-12
16,11,2.40584e-13
16,12,2.0333e-14
16,13,1.88788e-15
16,14,1.99e-16
16,15,2.5273e-17
16,16,4.46767e-18
17,-17,1.3736e-19
17,-16,8.00942e-19
17,-15,6.50689e-18
17,-14,6.37542e-17
17,-13,7.09937e-16
17,-12,8.69491e-15
17,-11,1.14694e-13
17,-10,1.60571e-12
17,-9,2.35991e-11
17,-8,3.60996e-10
17,-7,5.70785e-09
17,-6,9.27416e-08
17,-5,1.54074e-06
17,-4,2.60563e-05
17,-3,0.000446772
17,-2,0.00773832
17,-1,0.134922
17,0,1.6689
17,1,0.134922
17,2,0.00773832
17,3,0.000446772
17,4,2.60563e-05
17,5,1.54074e-06
